customer_id,first_name,last_name,email,phone,city,loyalty_tier,registration_date
CUST0026,Amal,Wijesinghe,amal.wijesinghe26@retaillake.lk,0723298711,Jaffna,Silver,2022-01-10
CUST0027,Tharushi,Rajapaksha,tharushi.rajapaksha27@retaillake.lk,0728628439,Matara,Platinum,2025-01-03
CUST0028,Amal,Jayasinghe,amal.jayasinghe28@retaillake.lk,0738944689,Galle,Platinum,2021-05-08
CUST0029,Chamath,Fernando,chamath.fernando29@retaillake.lk,0716408822,Badulla,Platinum,2025-08-03
CUST0030,Saman,Abeysekara,saman.abeysekara30@retaillake.lk,0777085942,Nuwara Eliya,Bronze,2025-10-08
CUST0031,Ruwan,Jayasinghe,ruwan.jayasinghe31@retaillake.lk,0767611469,Colombo,Gold,2022-10-14
CUST0032,Kasun,De Silva,kasun.desilva32@retaillake.lk,0799686286,Kandy,Gold,2021-09-18
CUST0033,Anjali,Herath,anjali.herath33@retaillake.lk,0778131950,Ratnapura,Bronze,2024-08-02
CUST0034,Dilani,Wijesinghe,dilani.wijesinghe34@retaillake.lk,0744044361,Colombo,Gold,2021-06-08
CUST0035,Saman,Herath,saman.herath35@retaillake.lk,0788101741,Jaffna,Silver,2021-06-18
CUST0036,Ayesha,Abeysekara,ayesha.abeysekara36@retaillake.lk,0796274567,Galle,Platinum,2024-11-06
CUST0037,Ruwan,Fernando,ruwan.fernando37@retaillake.lk,0771428713,Colombo,Gold,2022-01-26
CUST0038,Dinesh,Perera,dinesh.perera38@retaillake.lk,0752358553,Kurunegala,Platinum,2025-08-09
CUST0039,Nimal,Herath,nimal.herath39@retaillake.lk,0796825515,Badulla,Gold,2023-01-28
CUST0040,Ayesha,Jayasinghe,ayesha.jayasinghe40@retaillake.lk,0726706752,Jaffna,Platinum,2024-12-15
CUST0041,Dilani,Wijesinghe,dilani.wijesinghe41@retaillake.lk,0735074182,Matara,Platinum,2023-09-09
CUST0042,Kamal,Rajapaksha,kamal.rajapaksha42@retaillake.lk,0766975380,Kandy,Platinum,2025-03-18
CUST0043,Chamath,Wijesinghe,chamath.wijesinghe43@retaillake.lk,0723770458,Kandy,Gold,2023-05-15
CUST0044,Madhavi,Rajapaksha,madhavi.rajapaksha44@retaillake.lk,0767192331,Galle,Platinum,2023-08-02
CUST0045,Nadeesha,Karunaratne,nadeesha.karunaratne45@retaillake.lk,0768376726,Kurunegala,Bronze,2021-11-21
CUST0046,Dilani,Wijesinghe,dilani.wijesinghe46@retaillake.lk,0778865239,Galle,Bronze,2022-10-22
CUST0047,Shalini,Perera,shalini.perera47@retaillake.lk,0726942307,Kandy,Silver,2023-06-13
CUST0048,Zainab,Perera,zainab.perera48@retaillake.lk,0791214453,Galle,Platinum,2023-06-15
CUST0049,Kamal,Karunaratne,kamal.karunaratne49@retaillake.lk,0728481124,Ratnapura,Gold,2024-06-21
CUST0050,Isuru,Bandara,isuru.bandara50@retaillake.lk,0725226815,Colombo,Silver,2024-09-13
CUST0051,Fathima,Fernando,fathima.fernando51@retaillake.lk,0745135070,Kurunegala,Platinum,2022-10-10
CUST0052,Tharushi,Bandara,tharushi.bandara52@retaillake.lk,0726460116,Galle,Bronze,2024-03-23
CUST0053,Shalini,Fernando,shalini.fernando53@retaillake.lk,0752894344,Jaffna,Bronze,2025-09-10
CUST0054,Chamath,Abeysekara,chamath.abeysekara54@retaillake.lk,0731139996,Galle,Gold,2025-04-04
CUST0055,Dinesh,Herath,dinesh.herath55@retaillake.lk,0728639738,Badulla,Platinum,2021-06-18
CUST0056,Zainab,Wijesinghe,zainab.wijesinghe56@retaillake.lk,0772734149,Ratnapura,Silver,2025-02-03
CUST0057,Chamath,Gunawardena,chamath.gunawardena57@retaillake.lk,0774245343,Ratnapura,Platinum,2024-10-03
CUST0058,Ruwan,Wijesinghe,ruwan.wijesinghe58@retaillake.lk,0796213226,Kandy,Platinum,2024-11-17
CUST0059,Nadeesha,Silva,nadeesha.silva59@retaillake.lk,0783994695,Nuwara Eliya,Silver,2022-07-17
CUST0060,Nimal,Abeysekara,nimal.abeysekara60@retaillake.lk,0726664623,Ratnapura,Silver,2023-03-06
CUST0061,Ayesha,Rajapaksha,ayesha.rajapaksha61@retaillake.lk,0740262109,Jaffna,Gold,2021-05-07
CUST0062,Fathima,Jayasinghe,fathima.jayasinghe62@retaillake.lk,0726800072,Kurunegala,Bronze,2025-11-06
CUST0063,Zainab,Karunaratne,zainab.karunaratne63@retaillake.lk,0730695604,Galle,Gold,2025-01-27
CUST0064,Amal,Fernando,amal.fernando64@retaillake.lk,0716101779,Nuwara Eliya,Gold,2022-10-14
CUST0065,Madhavi,De Silva,madhavi.desilva65@retaillake.lk,0714064904,Matara,Gold,2023-08-08
CUST0066,Dilani,Jayasinghe,dilani.jayasinghe66@retaillake.lk,0770873663,Kandy,Bronze,2022-08-14
CUST0067,Tharushi,Rathnayake,tharushi.rathnayake67@retaillake.lk,0737383505,Jaffna,Silver,2023-12-11
CUST0068,Nadeesha,Gunawardena,nadeesha.gunawardena68@retaillake.lk,0727551135,Jaffna,Bronze,2023-04-15
CUST0069,Saman,Jayasinghe,saman.jayasinghe69@retaillake.lk,0770343755,Badulla,Silver,2021-01-10
CUST0070,Dilani,Abeysekara,dilani.abeysekara70@retaillake.lk,0792594562,Negombo,Silver,2022-06-19
CUST0071,Ayesha,Bandara,ayesha.bandara71@retaillake.lk,0731386576,Matara,Platinum,2024-05-16
CUST0072,Amal,Fernando,amal.fernando72@retaillake.lk,0762780072,Ratnapura,Platinum,2022-04-19
CUST0073,Nadeesha,Perera,nadeesha.perera73@retaillake.lk,0716783418,Kurunegala,Platinum,2025-11-22
CUST0074,Tharushi,Jayasinghe,tharushi.jayasinghe74@retaillake.lk,0782033413,Colombo,Bronze,2024-03-09
CUST0075,Nadeesha,Herath,nadeesha.herath75@retaillake.lk,0764123845,Jaffna,Bronze,2024-01-19
CUST0076,Fathima,Bandara,fathima.bandara76@retaillake.lk,0758657117,Ratnapura,Gold,2021-07-17
CUST0077,Shalini,Herath,shalini.herath77@retaillake.lk,0783800569,Kurunegala,Bronze,2022-02-13
CUST0078,Nadeesha,Herath,nadeesha.herath78@retaillake.lk,0755511258,Ratnapura,Gold,2022-04-20
CUST0079,Anjali,Gunawardena,anjali.gunawardena79@retaillake.lk,0777119320,Colombo,Bronze,2021-03-23
CUST0080,Ayesha,Herath,ayesha.herath80@retaillake.lk,0773584863,Ratnapura,Platinum,2022-10-17
CUST0081,Ruwan,Wijesinghe,ruwan.wijesinghe81@retaillake.lk,0792284610,Jaffna,Silver,2024-10-24
CUST0082,Chamath,Karunaratne,chamath.karunaratne82@retaillake.lk,0755147280,Ratnapura,Platinum,2025-05-16
CUST0083,Amal,Wijesinghe,amal.wijesinghe83@retaillake.lk,0754458225,Kandy,Platinum,2025-05-26
CUST0084,Amal,Karunaratne,amal.karunaratne84@retaillake.lk,0773698420,Kurunegala,Silver,2021-10-16
CUST0085,Kasun,Senanayake,kasun.senanayake85@retaillake.lk,0794426338,Nuwara Eliya,Platinum,2022-11-08
CUST0086,Nimal,Karunaratne,nimal.karunaratne86@retaillake.lk,0724749927,Badulla,Bronze,2024-06-14
CUST0087,Ruwan,Gunawardena,ruwan.gunawardena87@retaillake.lk,0737365878,Negombo,Platinum,2021-12-05
CUST0088,Anjali,Bandara,anjali.bandara88@retaillake.lk,0785280948,Jaffna,Platinum,2025-07-11
CUST0089,Kasun,Rathnayake,kasun.rathnayake89@retaillake.lk,0781555103,Jaffna,Gold,2023-10-16
CUST0090,Dinesh,Bandara,dinesh.bandara90@retaillake.lk,0747447604,Ratnapura,Gold,2022-05-25
CUST0091,Chamath,Rajapaksha,chamath.rajapaksha91@retaillake.lk,0737820354,Matara,Gold,2024-06-18
CUST0092,Isuru,Jayasinghe,isuru.jayasinghe92@retaillake.lk,0726357665,Nuwara Eliya,Platinum,2024-06-25
CUST0093,Ruwan,Jayasinghe,ruwan.jayasinghe93@retaillake.lk,0715646068,Kurunegala,Bronze,2023-08-21
CUST0094,Isuru,Rajapaksha,isuru.rajapaksha94@retaillake.lk,0774300930,Badulla,Silver,2025-05-18
CUST0095,Isuru,Silva,isuru.silva95@retaillake.lk,0724660143,Nuwara Eliya,Silver,2022-01-22
CUST0096,Anjali,Bandara,anjali.bandara96@retaillake.lk,0795623471,Badulla,Bronze,2021-07-11
CUST0097,Tharushi,Fernando,tharushi.fernando97@retaillake.lk,0728450513,Colombo,Silver,2024-11-16
CUST0098,Tharushi,De Silva,tharushi.desilva98@retaillake.lk,0736770527,Kurunegala,Gold,2023-11-02
CUST0099,Kamal,De Silva,kamal.desilva99@retaillake.lk,0787058874,Badulla,Bronze,2022-07-27
CUST0100,Kasun,Perera,kasun.perera100@retaillake.lk,0763283709,Matara,Silver,2023-01-01
CUST0101,Chamath,Karunaratne,chamath.karunaratne101@retaillake.lk,0790904160,Kandy,Gold,2023-08-21
CUST0102,Fathima,Senanayake,fathima.senanayake102@retaillake.lk,0776291802,Galle,Platinum,2023-04-26
CUST0103,Saman,Wijesinghe,saman.wijesinghe103@retaillake.lk,0731809610,Matara,Gold,2022-01-24
CUST0104,Ayesha,Herath,ayesha.herath104@retaillake.lk,0749597485,Nuwara Eliya,Silver,2022-10-28
CUST0105,Dilani,Abeysekara,dilani.abeysekara105@retaillake.lk,0767405358,Ratnapura,Gold,2021-07-22
CUST0106,Saman,Silva,saman.silva106@retaillake.lk,0728872606,Matara,Gold,2022-01-09
CUST0107,Dilani,Bandara,dilani.bandara107@retaillake.lk,0769959826,Kurunegala,Gold,2023-10-24
CUST0108,Zainab,Perera,zainab.perera108@retaillake.lk,0745105069,Jaffna,Silver,2021-11-04
CUST0109,Shalini,Jayasinghe,shalini.jayasinghe109@retaillake.lk,0731436829,Negombo,Gold,2021-11-10
CUST0110,Nadeesha,Karunaratne,nadeesha.karunaratne110@retaillake.lk,0739641883,Badulla,Silver,2024-03-15
CUST0111,Madhavi,Wijesinghe,madhavi.wijesinghe111@retaillake.lk,0765813853,Ratnapura,Platinum,2025-11-27
CUST0112,Dinesh,Herath,dinesh.herath112@retaillake.lk,0743214247,Nuwara Eliya,Bronze,2025-08-17
CUST0113,Nadeesha,Fernando,nadeesha.fernando113@retaillake.lk,0785721444,Kandy,Bronze,2025-09-07
CUST0114,Zainab,Senanayake,zainab.senanayake114@retaillake.lk,0730112846,Galle,Gold,2025-08-04
CUST0115,Dinesh,Rajapaksha,dinesh.rajapaksha115@retaillake.lk,0788268756,Matara,Bronze,2025-08-26
CUST0116,Nimal,Rathnayake,nimal.rathnayake116@retaillake.lk,0727709269,Ratnapura,Platinum,2024-10-02
CUST0117,Fathima,Rathnayake,fathima.rathnayake117@retaillake.lk,0751361818,Colombo,Platinum,2023-01-24
CUST0118,Dinesh,Karunaratne,dinesh.karunaratne118@retaillake.lk,0719801857,Colombo,Platinum,2023-12-03
CUST0119,Fathima,Perera,fathima.perera119@retaillake.lk,0719263592,Matara,Bronze,2023-07-06
CUST0120,Ruwan,Herath,ruwan.herath120@retaillake.lk,0796104027,Negombo,Gold,2024-08-28
CUST0121,Dilani,Gunawardena,dilani.gunawardena121@retaillake.lk,0720770971,Ratnapura,Silver,2023-02-06
CUST0122,Fathima,Gunawardena,fathima.gunawardena122@retaillake.lk,0780980044,Galle,Silver,2021-01-10
CUST0123,Shalini,De Silva,shalini.desilva123@retaillake.lk,0783074216,Negombo,Platinum,2022-04-15
CUST0124,Nadeesha,Silva,nadeesha.silva124@retaillake.lk,0746997080,Badulla,Bronze,2021-11-14
CUST0125,Madhavi,Herath,madhavi.herath125@retaillake.lk,0712099943,Badulla,Silver,2021-02-20
CUST0126,Nimal,Rathnayake,nimal.rathnayake126@retaillake.lk,0790233330,Colombo,Silver,2021-07-15
CUST0127,Tharindu,Senanayake,tharindu.senanayake127@retaillake.lk,0739161379,Colombo,Silver,2025-05-08
CUST0128,Zainab,Wijesinghe,zainab.wijesinghe128@retaillake.lk,0787507357,Nuwara Eliya,Gold,2022-05-05
CUST0129,Anjali,Bandara,anjali.bandara129@retaillake.lk,0765507111,Kurunegala,Gold,2021-09-19
CUST0130,Kasun,De Silva,kasun.desilva130@retaillake.lk,0767337891,Ratnapura,Platinum,2021-06-21
CUST0131,Dilani,Herath,dilani.herath131@retaillake.lk,0780392240,Jaffna,Platinum,2024-03-10
CUST0132,Dilani,Silva,dilani.silva132@retaillake.lk,0782199509,Matara,Silver,2022-05-28
CUST0133,Ruwan,Herath,ruwan.herath133@retaillake.lk,0772146184,Colombo,Platinum,2024-09-17
CUST0134,Ruwan,Gunawardena,ruwan.gunawardena134@retaillake.lk,0742595918,Kurunegala,Silver,2023-11-03
CUST0135,Shalini,Abeysekara,shalini.abeysekara135@retaillake.lk,0759805178,Kandy,Silver,2021-05-13
CUST0136,Madhavi,Karunaratne,madhavi.karunaratne136@retaillake.lk,0715307982,Kandy,Silver,2025-12-22
CUST0137,Fathima,Bandara,fathima.bandara137@retaillake.lk,0774343201,Badulla,Gold,2023-01-07
CUST0138,Dinesh,Rajapaksha,dinesh.rajapaksha138@retaillake.lk,0725745913,Matara,Silver,2025-12-07
CUST0139,Dilani,Bandara,dilani.bandara139@retaillake.lk,0784098828,Jaffna,Gold,2024-08-18
CUST0140,Nadeesha,Jayasinghe,nadeesha.jayasinghe140@retaillake.lk,0745106207,Jaffna,Platinum,2024-02-26
CUST0141,Tharushi,Herath,tharushi.herath141@retaillake.lk,0752980983,Badulla,Gold,2023-07-02
CUST0142,Zainab,Abeysekara,zainab.abeysekara142@retaillake.lk,0739698906,Galle,Bronze,2023-09-19
CUST0143,Zainab,Rajapaksha,zainab.rajapaksha143@retaillake.lk,0766046380,Kurunegala,Silver,2022-06-08
CUST0144,Dilani,Karunaratne,dilani.karunaratne144@retaillake.lk,0742981324,Matara,Gold,2023-08-24
CUST0145,Tharushi,Rathnayake,tharushi.rathnayake145@retaillake.lk,0732579937,Jaffna,Silver,2022-12-18
CUST0146,Tharushi,Silva,tharushi.silva146@retaillake.lk,0782764376,Colombo,Bronze,2021-11-02
CUST0147,Amal,Gunawardena,amal.gunawardena147@retaillake.lk,0728453800,Badulla,Bronze,2022-01-07
CUST0148,Anjali,Rathnayake,anjali.rathnayake148@retaillake.lk,0760090149,Colombo,Platinum,2024-01-01
CUST0149,Fathima,Senanayake,fathima.senanayake149@retaillake.lk,0765208920,Colombo,Bronze,2025-12-09
CUST0150,Fathima,Jayasinghe,fathima.jayasinghe150@retaillake.lk,0712300840,Ratnapura,Platinum,2022-02-04
CUST0151,Anjali,Silva,anjali.silva151@retaillake.lk,0742342289,Badulla,Gold,2023-05-26
CUST0152,Dilani,Fernando,dilani.fernando152@retaillake.lk,0760070135,Negombo,Platinum,2025-04-23
CUST0153,Tharindu,Jayasinghe,tharindu.jayasinghe153@retaillake.lk,0720820219,Colombo,Bronze,2024-07-13
CUST0154,Fathima,Rathnayake,fathima.rathnayake154@retaillake.lk,0717531619,Colombo,Silver,2021-08-28
CUST0155,Hiruni,De Silva,hiruni.desilva155@retaillake.lk,0754462389,Nuwara Eliya,Bronze,2025-01-08
CUST0156,Dinesh,Abeysekara,dinesh.abeysekara156@retaillake.lk,0786072480,Matara,Gold,2021-02-22
CUST0157,Isuru,Senanayake,isuru.senanayake157@retaillake.lk,0785633013,Colombo,Silver,2023-01-07
CUST0158,Zainab,Silva,zainab.silva158@retaillake.lk,0763458386,Kandy,Gold,2022-10-08
CUST0159,Zainab,Abeysekara,zainab.abeysekara159@retaillake.lk,0762231715,Ratnapura,Gold,2024-12-05
CUST0160,Kamal,Senanayake,kamal.senanayake160@retaillake.lk,0756420476,Colombo,Bronze,2024-04-27
CUST0161,Kamal,Wijesinghe,kamal.wijesinghe161@retaillake.lk,0791224373,Nuwara Eliya,Platinum,2023-01-21
CUST0162,Isuru,Herath,isuru.herath162@retaillake.lk,0770471823,Matara,Silver,2023-09-13
CUST0163,Hiruni,Silva,hiruni.silva163@retaillake.lk,0788634827,Negombo,Bronze,2025-05-26
CUST0164,Tharindu,Rajapaksha,tharindu.rajapaksha164@retaillake.lk,0719865900,Kandy,Gold,2022-07-23
CUST0165,Ruwan,Rajapaksha,ruwan.rajapaksha165@retaillake.lk,0762294176,Jaffna,Gold,2021-02-01
CUST0166,Chamath,Rathnayake,chamath.rathnayake166@retaillake.lk,0758307308,Kurunegala,Bronze,2022-02-06
CUST0167,Hiruni,Rathnayake,hiruni.rathnayake167@retaillake.lk,0784757265,Ratnapura,Platinum,2021-01-03
CUST0168,Nadeesha,Senanayake,nadeesha.senanayake168@retaillake.lk,0722490873,Nuwara Eliya,Gold,2024-01-10
CUST0169,Hiruni,Gunawardena,hiruni.gunawardena169@retaillake.lk,0721368176,Ratnapura,Silver,2025-09-06
CUST0170,Dilani,Silva,dilani.silva170@retaillake.lk,0728634797,Kurunegala,Gold,2023-08-05
CUST0171,Kamal,Silva,kamal.silva171@retaillake.lk,0768341261,Kurunegala,Platinum,2023-08-26
CUST0172,Kamal,Wijesinghe,kamal.wijesinghe172@retaillake.lk,0743782566,Badulla,Platinum,2025-10-07
CUST0173,Shalini,Fernando,shalini.fernando173@retaillake.lk,0728185096,Kurunegala,Bronze,2024-06-27
CUST0174,Madhavi,Gunawardena,madhavi.gunawardena174@retaillake.lk,0754230340,Matara,Gold,2024-11-20
CUST0175,Ruwan,Jayasinghe,ruwan.jayasinghe175@retaillake.lk,0753038948,Nuwara Eliya,Silver,2024-06-06
CUST0176,Dilani,Wijesinghe,dilani.wijesinghe176@retaillake.lk,0749117508,Matara,Silver,2023-07-09
CUST0177,Dilani,Wijesinghe,dilani.wijesinghe177@retaillake.lk,0725285764,Nuwara Eliya,Silver,2025-09-06
CUST0178,Fathima,Perera,fathima.perera178@retaillake.lk,0771957885,Badulla,Platinum,2023-12-03
CUST0179,Hiruni,De Silva,hiruni.desilva179@retaillake.lk,0777015343,Galle,Gold,2022-05-22
CUST0180,Ruwan,Rajapaksha,ruwan.rajapaksha180@retaillake.lk,0766791272,Negombo,Bronze,2024-10-16
CUST0181,Zainab,Gunawardena,zainab.gunawardena181@retaillake.lk,0781721578,Ratnapura,Platinum,2025-01-26
CUST0182,Nadeesha,Rajapaksha,nadeesha.rajapaksha182@retaillake.lk,0782062301,Nuwara Eliya,Bronze,2021-04-22
CUST0183,Nadeesha,Silva,nadeesha.silva183@retaillake.lk,0796838849,Nuwara Eliya,Bronze,2025-11-22
CUST0184,Dilani,Herath,dilani.herath184@retaillake.lk,0754506155,Negombo,Bronze,2021-02-09
CUST0185,Tharindu,Senanayake,tharindu.senanayake185@retaillake.lk,0779631857,Ratnapura,Silver,2024-06-13
CUST0186,Shalini,Herath,shalini.herath186@retaillake.lk,0788999206,Ratnapura,Silver,2023-01-16
CUST0187,Saman,Jayasinghe,saman.jayasinghe187@retaillake.lk,0765831276,Kandy,Bronze,2022-06-10
CUST0188,Ayesha,Rathnayake,ayesha.rathnayake188@retaillake.lk,0737765262,Ratnapura,Platinum,2023-08-04
CUST0189,Shalini,Rajapaksha,shalini.rajapaksha189@retaillake.lk,0770726434,Jaffna,Bronze,2023-01-26
CUST0190,Saman,Perera,saman.perera190@retaillake.lk,0756047142,Kandy,Silver,2022-09-06
CUST0191,Fathima,Silva,fathima.silva191@retaillake.lk,0754424679,Ratnapura,Platinum,2024-04-26
CUST0192,Dilani,De Silva,dilani.desilva192@retaillake.lk,0734756698,Galle,Platinum,2024-01-24
CUST0193,Madhavi,Bandara,madhavi.bandara193@retaillake.lk,0770340936,Nuwara Eliya,Platinum,2024-01-23
CUST0194,Dinesh,Bandara,dinesh.bandara194@retaillake.lk,0747358810,Kandy,Bronze,2025-03-12
CUST0195,Ayesha,Bandara,ayesha.bandara195@retaillake.lk,0771411378,Kandy,Gold,2024-09-21
CUST0196,Ayesha,Karunaratne,ayesha.karunaratne196@retaillake.lk,0762162278,Nuwara Eliya,Platinum,2025-02-12
CUST0197,Nadeesha,Abeysekara,nadeesha.abeysekara197@retaillake.lk,0771453007,Nuwara Eliya,Silver,2023-10-19
CUST0198,Kamal,De Silva,kamal.desilva198@retaillake.lk,0727978165,Jaffna,Bronze,2022-05-04
CUST0199,Kasun,Wijesinghe,kasun.wijesinghe199@retaillake.lk,0728972822,Ratnapura,Platinum,2024-10-05
CUST0200,Zainab,Gunawardena,zainab.gunawardena200@retaillake.lk,0766779304,Galle,Platinum,2025-12-21
CUST0201,Kasun,Senanayake,kasun.senanayake201@retaillake.lk,0732396311,Matara,Gold,2022-03-11
CUST0202,Shalini,Karunaratne,shalini.karunaratne202@retaillake.lk,0717195581,Jaffna,Bronze,2024-03-07
CUST0203,Dilani,Senanayake,dilani.senanayake203@retaillake.lk,0777838742,Matara,Platinum,2024-07-23
CUST0204,Shalini,Rathnayake,shalini.rathnayake204@retaillake.lk,0732448383,Kandy,Bronze,2022-05-02
CUST0205,Isuru,Bandara,isuru.bandara205@retaillake.lk,0782156607,Kurunegala,Silver,2024-10-24
CUST0206,Tharushi,Senanayake,tharushi.senanayake206@retaillake.lk,0778559218,Kandy,Bronze,2023-09-27
CUST0207,Nadeesha,Senanayake,nadeesha.senanayake207@retaillake.lk,0715584869,Matara,Silver,2024-02-24
CUST0208,Tharindu,Jayasinghe,tharindu.jayasinghe208@retaillake.lk,0714325890,Matara,Gold,2023-02-15
CUST0209,Saman,Herath,saman.herath209@retaillake.lk,0741802361,Badulla,Gold,2025-11-14
CUST0210,Kasun,Karunaratne,kasun.karunaratne210@retaillake.lk,0728687800,Badulla,Silver,2021-10-12
CUST0211,Fathima,Jayasinghe,fathima.jayasinghe211@retaillake.lk,0790108882,Ratnapura,Silver,2023-12-10
CUST0212,Chamath,Karunaratne,chamath.karunaratne212@retaillake.lk,0745882178,Ratnapura,Bronze,2022-07-02
CUST0213,Isuru,Abeysekara,isuru.abeysekara213@retaillake.lk,0798032908,Galle,Silver,2022-03-23
CUST0214,Ayesha,Abeysekara,ayesha.abeysekara214@retaillake.lk,0743226234,Negombo,Platinum,2022-10-21
CUST0215,Isuru,De Silva,isuru.desilva215@retaillake.lk,0765596350,Negombo,Platinum,2021-11-26
CUST0216,Kamal,Gunawardena,kamal.gunawardena216@retaillake.lk,0779204468,Kurunegala,Gold,2024-08-11
CUST0217,Zainab,Perera,zainab.perera217@retaillake.lk,0722501261,Matara,Gold,2021-09-13
CUST0218,Dinesh,Gunawardena,dinesh.gunawardena218@retaillake.lk,0738434222,Matara,Gold,2023-05-11
CUST0219,Fathima,Karunaratne,fathima.karunaratne219@retaillake.lk,0727528063,Nuwara Eliya,Platinum,2023-11-25
CUST0220,Nimal,Perera,nimal.perera220@retaillake.lk,0723364695,Matara,Bronze,2021-03-15
CUST0221,Shalini,Perera,shalini.perera221@retaillake.lk,0767418250,Badulla,Silver,2023-03-28
CUST0222,Isuru,Fernando,isuru.fernando222@retaillake.lk,0797857309,Jaffna,Gold,2021-06-22
CUST0223,Kasun,Perera,kasun.perera223@retaillake.lk,0763196064,Kurunegala,Silver,2024-11-03
CUST0224,Saman,Perera,saman.perera224@retaillake.lk,0738644905,Matara,Bronze,2022-10-08
CUST0225,Anjali,De Silva,anjali.desilva225@retaillake.lk,0769735865,Colombo,Bronze,2023-02-28
CUST0226,Hiruni,Rajapaksha,hiruni.rajapaksha226@retaillake.lk,0727740248,Matara,Bronze,2022-07-03
CUST0227,Saman,Fernando,saman.fernando227@retaillake.lk,0752057323,Jaffna,Gold,2022-07-25
CUST0228,Ruwan,De Silva,ruwan.desilva228@retaillake.lk,0729173414,Kandy,Bronze,2025-11-06
CUST0229,Shalini,Wijesinghe,shalini.wijesinghe229@retaillake.lk,0738595818,Galle,Platinum,2025-11-15
CUST0230,Dinesh,Fernando,dinesh.fernando230@retaillake.lk,0723484199,Galle,Bronze,2025-12-13
CUST0231,Nadeesha,Gunawardena,nadeesha.gunawardena231@retaillake.lk,0752211967,Galle,Silver,2023-11-03
CUST0232,Tharindu,Senanayake,tharindu.senanayake232@retaillake.lk,0790664728,Nuwara Eliya,Gold,2021-11-10
CUST0233,Dinesh,Senanayake,dinesh.senanayake233@retaillake.lk,0791460345,Ratnapura,Silver,2024-05-21
CUST0234,Nimal,Herath,nimal.herath234@retaillake.lk,0742123815,Matara,Platinum,2021-04-16
CUST0235,Madhavi,Fernando,madhavi.fernando235@retaillake.lk,0780905413,Colombo,Gold,2023-03-13
CUST0236,Zainab,Gunawardena,zainab.gunawardena236@retaillake.lk,0759044830,Ratnapura,Silver,2024-02-01
CUST0237,Zainab,Fernando,zainab.fernando237@retaillake.lk,0711851322,Kurunegala,Silver,2021-01-26
CUST0238,Dilani,Senanayake,dilani.senanayake238@retaillake.lk,0748451741,Ratnapura,Platinum,2024-12-13
CUST0239,Kamal,De Silva,kamal.desilva239@retaillake.lk,0782016510,Ratnapura,Silver,2023-02-10
